SpectraSuite Data File
++++++++++++++++++++++++++++++++++++
Date: Sun Oct 24 12:56:27 EEST 2021
User: CI-SYSTEMS
Dark Spectrum Present: No
Reference Spectrum Present: No
Number of Sampled Component Spectra: 1
Spectrometers: USB4F10354
Integration Time (usec): 7000 (USB4F10354)
Spectra Averaged: 1 (USB4F10354)
Boxcar Smoothing: 0 (USB4F10354)
Correct for Electrical Dark: No (USB4F10354)
Strobe/Lamp Enabled: No (USB4F10354)
Correct for Detector Non-linearity: No (USB4F10354)
Correct for Stray Light: No (USB4F10354)
Number of Pixels in Processed Spectrum: 3648
>>>>>Begin Processed Spectral Data<<<<<
196.05	1368.04
196.27	1368.04
196.48	1368.04
196.70	1361.90
196.92	1331.18
197.14	1402.86
197.36	1441.77
197.58	1437.67
197.80	1411.05
198.02	1363.95
198.24	1398.76
198.46	1404.91
198.68	1357.80
198.89	1349.61
199.11	1388.52
199.33	1339.37
199.55	1347.56
199.77	1413.10
199.99	1423.34
200.21	1398.76
200.43	1433.58
200.65	1427.43
200.87	1386.47
201.09	1402.86
201.30	1417.19
201.52	1312.75
201.74	1472.49
201.96	1409.00
202.18	1339.37
202.40	1357.80
202.62	1406.95
202.84	1435.63
203.06	1415.15
203.27	1429.48
203.49	1378.28
203.71	1355.76
203.93	1431.53
204.15	1419.24
204.37	1372.14
204.59	1464.30
204.81	1400.81
205.03	1437.67
205.24	1325.04
205.46	1386.47
205.68	1482.73
205.90	1388.52
206.12	1335.28
206.34	1361.90
206.56	1495.02
206.78	1415.15
206.99	1368.04
207.21	1357.80
207.43	1406.95
207.65	1417.19
207.87	1439.72
208.09	1400.81
208.31	1411.05
208.53	1355.76
208.74	1427.43
208.96	1464.30
209.18	1456.11
209.40	1384.43
209.62	1400.81
209.84	1449.96
210.06	1454.06
210.27	1419.24
210.49	1398.76
210.71	1452.01
210.93	1357.80
211.15	1449.96
211.37	1386.47
211.59	1320.94
211.80	1353.71
212.02	1380.33
212.24	1425.39
212.46	1486.83
212.68	1435.63
212.90	1413.10
213.11	1374.19
213.33	1374.19
213.55	1427.43
213.77	1415.15
213.99	1464.30
214.21	1406.95
214.43	1400.81
214.64	1402.86
214.86	1409.00
215.08	1355.76
215.30	1337.32
215.52	1429.48
215.74	1382.38
215.95	1411.05
216.17	1449.96
216.39	1386.47
216.61	1359.85
216.83	1400.81
217.05	1423.34
217.26	1417.19
217.48	1470.44
217.70	1445.87
217.92	1458.15
218.14	1382.38
218.35	1353.71
218.57	1470.44
218.79	1366.00
219.01	1347.56
219.23	1359.85
219.45	1447.91
219.66	1454.06
219.88	1404.91
220.10	1441.77
220.32	1372.14
220.54	1449.96
220.75	1419.24
220.97	1376.24
221.19	1382.38
221.41	1376.24
221.63	1429.48
221.84	1374.19
222.06	1409.00
222.28	1423.34
222.50	1415.15
222.72	1331.18
222.94	1458.15
223.15	1388.52
223.37	1388.52
223.59	1449.96
223.81	1366.00
224.02	1357.80
224.24	1400.81
224.46	1433.58
224.68	1411.05
224.90	1376.24
225.11	1417.19
225.33	1406.95
225.55	1413.10
225.77	1421.29
225.99	1337.32
226.20	1472.49
226.42	1419.24
226.64	1390.57
226.86	1380.33
227.08	1425.39
227.29	1327.08
227.51	1409.00
227.73	1396.71
227.95	1490.92
228.16	1382.38
228.38	1409.00
228.60	1427.43
228.82	1376.24
229.04	1462.25
229.25	1411.05
229.47	1345.52
229.69	1417.19
229.91	1413.10
230.12	1456.11
230.34	1421.29
230.56	1302.51
230.78	1423.34
230.99	1392.62
231.21	1443.82
231.43	1433.58
231.65	1398.76
231.86	1454.06
232.08	1425.39
232.30	1413.10
232.52	1456.11
232.74	1468.39
232.95	1398.76
233.17	1411.05
233.39	1406.95
233.61	1458.15
233.82	1409.00
234.04	1443.82
234.26	1392.62
234.48	1396.71
234.69	1478.63
234.91	1402.86
235.13	1406.95
235.35	1355.76
235.56	1392.62
235.78	1421.29
236.00	1413.10
236.21	1497.07
236.43	1425.39
236.65	1402.86
236.87	1366.00
237.08	1452.01
237.30	1347.56
237.52	1372.14
237.74	1388.52
237.95	1437.67
238.17	1417.19
238.39	1409.00
238.61	1361.90
238.82	1406.95
239.04	1386.47
239.26	1390.57
239.47	1409.00
239.69	1390.57
239.91	1419.24
240.13	1390.57
240.34	1331.18
240.56	1411.05
240.78	1388.52
241.00	1478.63
241.21	1419.24
241.43	1437.67
241.65	1337.32
241.86	1417.19
242.08	1503.21
242.30	1505.26
242.51	1488.87
242.73	1406.95
242.95	1435.63
243.17	1417.19
243.38	1392.62
243.60	1404.91
